other	ｺﾋﾟﾍﾟだもん
neta	十年以上前､友達と十和田湖周辺を旅行した。夕刻､タクシーで八甲田山のホテルへ。くねくねの山道を上へ上へ登る途中､車道の端にポツンと立ってる人とすれ違った。男か女かよくわからなかったけど､夏の盛りなのにコートを着てる。 あれ､今の何？ドラマのロケかなｗ暑いのにーと友達と言い合ってたら､タクシーの運転手さんが 「いや違いますよ。後ろ見て。もういないでしょ」 振り返ったら､いない。何でかいない。左は険しい斜面､右は崖､隠れる所なんか何処にもないのにいない。 なっ…なっ…と､私と友達は口パクパク。運転手さんは終始淡々としていた。「だから私ら､この辺走るの苦手なんですよねー。たまに人間じゃないのを拾ったりするし」
other	あなたがどっかに行け。 開き直るなバカ者！
neta	山の下に神社があって物凄い古い神社で鳥居も木製で作られててカランカランと鳴らす紐が真っ白だったんだけど近寄ると大量の白い蛾だった… 登山道には滝があって神秘的なんだけど何故か石が鏡餅みたく積み上げられてて石に紐が結ばれてたり正直、不気味なんだけど今更引き返せないと思ってたらお地蔵さんが並んでたり昼間なのにかなり怖くて。でも周りは苔むしててキラキラしててマイナスイオン天国だったんだけど人間が入っちゃ行けない領域に来てしまった感が凄かった。別格というか… 更に奥に進んだら急に眠くなってきて、もう瞼が勝手に閉じて一瞬でも気を許したら、その場で寝てしまう、倒れるんじゃないかってくらい強烈な眠気に襲われてた時に遠くで亡くなった祖父母が笑顔で手を振ってるのが見えて幸せな気分になりました。友達が私のおかしな様子に気付いて休憩になって我に返る事が出来たから良かったけど… 高山病だと思いますが、あの時もしも1人で登ってて仮に寝ちゃったらどうなってたんだろうって想像すると怖い。あと解説されないだろうし科学的根拠も無いだろうけど山によって相性というか歓迎される所と歓迎されない所って絶対あるなって個人的に思いました
other	猪って肉食なんですか？ 有り得るかも 私なんかとてつもない想像した記憶が…
neta	あるスピリチュアル系のブログで義母と義父の骨を一部取っておいて、神社の聖域に埋めたと好きことをしたというテイストで書かれている人がいました。 勝手に山に埋めるっていくら思い出があるからと言って勝手にそんなことはしないだろうし、それをまたブログにかくんだ、とドン引き。
other	出た出た
neta	生まれ育った所がガチの田舎で山と山の間にある村。 中学生の頃自転車で登校するのに山の麓の道走ってたら でかい内臓みたなのが落ちてた。 ホントに内臓。帰り道にそこ通ったらなくなってたんだけど 落ちてた所にくっきり赤茶色い後がついてました。 あれがなんだったのかずっと気になってます。
other	田舎だけど確かにあるあるだね。 山の中で変な人見たこともあるし本当に女性は男性と一緒でないと危険だと思う。
neta	それ、たぶん違法行為。 人骨って勝手に捨てちゃいけないんだよ。 何故なら、発見された時に事件になってしまうから。だから散骨葬儀にも細かい規定があるし、やる時は届け出が必要。粉状にしないとダメとか。 粉状になった灰を一つまみ程度ならいいと思うけど…ていうか、法律上どうこう以前に、他人からしたら気持ち悪いよねw 読んだ人が何も分からず真似し始める事考えたら、ブログなどに書くべきでは無いと思う。
other	こんな夜に止めてよ～鳥肌立ったじゃん！！
neta	週末、山のログキャビンに泊まって そこで見た山々の景色で気分が高揚して変になってた。山を見たら山の向こうに行きたいって気分になるんだよね。 家族は海派(釣り)なので海に行きたいと言い、今のところどっぷり山にハマるのは無さそうだけど。 キャンプもするけど、ここ読んでフリーサイトはやめようと思ったよ。 前まではヤマビルが怖いと思ってたけど、それ以外にも用心しないとね。
other	住んでる人は山登りなんてしないよ 仕事で山に行くだけ
neta	平山夢明の実話怪談本に、終電寝過ごして高尾山口辺りまで行っちゃってタクシーもなくて途方に暮れてたら、停まってた軽トラの運転手が「電車で来る予定の人が来なくて仕事出来ないから困ったよ、東京の方戻るけど乗ってく？」って声かけてきて、乗ったらどんどん山登っていって…って話あったなあ…
other	レイプといえば富士見平小屋の小屋番がおこした事件を思い出す 山好きな人間にも悪人はいる…
neta	高尾山の有喜苑内に硫黄島始め護国のため亡くなられた慰霊顕彰碑や供養塔があるのですが、誰も寄らないのか静まり返っていました。お地蔵さまが点々と座っており、その周りにあるモミジが美しくて写真を撮りました。出来上がったら、数個の大きなオーブが映っていました。英霊の方々でしょうか。
other	こういうの聞くと山奥に住んでるお年寄りとか本当メンタル強いなと思う 絶対怖い
neta	興味本意で春日山の奥の地獄谷(奈良時代の石窟仏がある)に足を踏み入れたことある 道路は途中から舗装されてなくて、周りはいつの間にか電灯もない鬱蒼とした原生林になってるの ふと気付いたら首筋と二の腕に見たことないぐらい丸々太った大きなヒルがべったりくっついててビビって帰った 帰宅後足の裏見たら血だらけで、足の裏も血吸われてたみたい 怪談でも何でもないけど…
other	横 このときは生還できてるけど壮絶な体験なので、特に虫が苦手な人は閲覧注意かも
neta	ひえっ凄いところがあるんですね。 歩いているだけでヒルに吸われる道て…こわ。 舗装されてない山道に行くと、昔の人って凄いなぁって思いますよね。 悪い人間も、こわい動物も、今よりずっと沢山居たと思うし。 変な話、道一本、帰る時間1時間、間違えただけで命落とす事もあっただろうなと思う。
other	人間怖いと感じるトピだわ
neta	私結婚してから和歌山に住んだので仰る場所の雰囲気が分かります。木々の一本一本に意思があるような。 ただ怖いだけじゃなく畏怖の気持ち、恐れの気持ち分かります。誰に習ったわけでもないけど、行くときは塩を持っていって、山の麓で登る前、降りたあととか合掌して「立ち入ります」って言うようにしてました。 自然と、それをしなきゃいけない気持ちになって。
other	大惨事〜！なんつって
neta	都会育ちで山といえば小学校の時に行った高尾山と大人になって一度登った富士山くらいで、あとは海外のハイキング程度… 日本のトトロみたいな山に憧れるけど、情報社会で登山の大変な情報も入ってくるので怖くて行けない。田舎も無いし知り合いも地方に居ないので、秘湯とか山奥の獣道とか、沢とか羨ましいし憧れる。実際行ったら虫とか怖いだろうけど。 お茶目な妖怪とか本当に居たら仲良くなってあっちに連れて行かれても良いかなとか最近思うので疲れてるのかな。
other	苦手なら観ない方がいいですよ
neta	小さい頃にもののけ姫を見ちゃったから森はデカイ生き物だと思ってた 小学生時代、森に探検しに行く時は足を踏み入れる前に 「森の方々、失礼します！！わたくし人間ですが、本日は宜しくお願いします！」って挨拶してから入ってたw 風が強く吹いて木々が鳴ったら「すみません！何が悪い事してしまったでしょうか！？」とか話しかけてたw 今考えると子供だけで森に探検自体はかなり危なっかしいけど、森へ敬意を払ってて森からしたら良い子供だったのかもしれん
other	ほんとどこに行ったんだろう？
neta	いや、むしろ読みやすかった。 画像が浮かぶ文章。 ところで>>161は、そこに死体が入ってたりすると事件現場として警察に確保されちゃうから、工事がストップして迷惑だという事だよね？ 捨てる方も、そういう事情を分かってやってたりするのかもね。闇だなぁ
other	一番怖いのは人間ドヤッおばさんここにもいるな
neta	血の匂いとかも関係あるかもしれないですよね。動物を呼んでしまいそうだし。生理前の少女でも柔らかくて美味しいから熊とかに狙われやすいとか。 あと、山に入ると変な野生が目覚めて同行してる男性から襲われるとかがあるのかもしれない。人目もないし。 黒澤明の映画の、「薮の中」みたいなこともあっただろうし、それを山の神様の嫉妬とソフトに教えてくれてるのかなあ。
other	トピズレでもなくない？ 山で性犯罪者に襲われるっていう怖い話に対して、これだから男は...っていう返信でしょ。
neta	ええカッコしいで考え無しの男が 地図や携帯無しでプロポーズのために 山に彼女連れて行く。 うろ覚えで行ったため迷子に。 自分の携帯だけでなく彼女の携帯電話まで 彼氏が勝手に抜いて車に置いてきたから なす術なく日が暮れる。 キャンプする。 テントに熊のルームサービスが...🐻 という話です。
other	閲覧注意って書いてあるやんw
neta	今はもうゴルフ場や通販会社のデッカい物流倉庫が出来たりしていますが、私が子供の頃、周りを山に囲まれた岐阜県のド田舎に住んでました！ 近くに犬山市のリトルワールドっていう民族博物館があって、ある家族がそこからの帰り道を迷ったらしく、うちに道を訪ねに来たことがあった。 母親か誰かが道を教えてあげてる時に、その家族がなんか変なこと言い出して、うちに来る途中、遠くの方で嫁入りの行列を見たんだって。白無垢を来た花嫁さんが馬に乗って、その後ろに黒い袴着た人達が大勢歩いてたって。 「この地方ではまだそんな風習があるんですね〜」って驚いてたし、雨が降り出してたから余計に珍しい光景だったみたい。 でもそれを聞いたうちのおばあちゃんが、「そんなこと今はもう誰もやってないよ。それはキツネにバカされたんだわ」って笑い飛ばしてて、実際ご近所さんに聞いても誰もそんなイベントやってなかった。 たまに車で走ってると、キツネが道を横切ったり、狸が轢かれたりしてるのを見てたから、人間に化けて遊んでるのかなぁ？って思った。 その何年後かにジブリの平成たぬき合戦を見た時、まさにこれやんって確信しました。
other	ムラ社会、なんか怖いよね 田舎はほのぼの〜♪どころかイジメとか仲間外れとか監視みたいなのあるんだよね
neta	うん、疲れてるよw ていうか、深い山は山に慣れてる人でも怖いし、怖がるくらいで丁度いいという話であって。 怖い話にばかり意識の焦点当てない方が良いかと… 可愛くて悪さをしない精霊には感謝と敬意を払おう。彼等は私達を連れて行ったりしないよ。 むしろ護って、そして最後は山から人間を出て行かせようとしますよ。 綺麗な美しい里山や、ある程度整備されててパワースポットと言われてるような場所に行ってみてはどうかな？
other	私も怖いもの見たさで読んでゾクゾクしてます笑
neta	去年の台風の時も、ガルちゃんで通り道に当たる人たちがざわざわしてるときに長野の人が長野は台風来ないから～みたいに言ってたんだよね 何人もそういう人いた でもその後長野で大被害になったよね… グーグルマップとかで台風の画像見てみると分かるけどとにかく大きいし、日本の中の県のレベルだとどの県が安全で安全でないなんていう差はないんだと思う
other	田舎のおばあちゃんが、山で狐に騙されてずっとグルグル迷って・・と話していたのが忘れられないし嘘ではないと信じてる
neta	横です。数年前仕事で山奥まで車で行って(本当に山奥)運転中、前方に車が二台止まってた。一台は登り方向、もう一台は下り方向の路肩に止まってたから、二人は一緒に来たんじゃないのがわかる。その二人の男(30代から40代くらい)が山側で立っていて、何か渡したりしてるのを見てしまった…。 「ヤクの受け渡しとかだったらどうしよう、ナンバー覚えられた？」とかしばらく怖かったなあ。交通事故とかの感じでもなかったから。
other	笑ったｗ あなた、ユーモアあるわ
neta	山小屋から早朝 下山してる時 下から人が登って来てたので 道の脇で待ってたけど、一向に上がって来ないので （同じ下り方向の人だったか〜）と、思ってまた下り始めると 30分程度下った所におじさんがいて、（あーこの人か〜）と 思って話しかけたら 『 あなたが初めてすれ違った人ですよ』と、言われて、アレ？･･･となった。赤いザックカバーに 両手にストック持って、登って来てた人の姿を 見たような気が しただけ？かな･･･？ ちょっとゾッとした話でした。
other	高尾山も結構遭難してるよ
neta	香川の山の中で育ったけど 道の通り抜け出来ない場所だったからか よそ者は絶対来ないし、犯罪も無い 平和でのどかで、鍵なんかかけた事も無い 山で怖い目にあった事もないので今でも山はけっこう好き 不思議な話といえば、その山の中の家では 時々、誰もいないのに玄関が開く音したり（見に行くと閉まってる） テレビが勝手についたり 夜中に外で、祖父の声が聞こえたり（祖父はもう寝てる） そういう妖怪かな？みたいな事はおこってた 全然怖くないし「なんだったんだ？」みたいな感じだけど。
other	山って怖いんだね((( ；ﾟДﾟ))) 私、もう天保山しか登らない！
neta	この話は高尾山だよ。 でも高野山も高尾山も、たしか天狗の山だよね。 神様って善悪両面あるからなあ… なんかしら>>301が失礼な事をしてしまって、二度と来んなよ！って言われてるのかも。 (ゴミとか捨てたり、枝折ったりしなかったかな？) お友達に異変が起きたのではなく301だけの中で見えてる事かもしんない…違ってたらごめんだけど。 今思い出したのは、その後の行いが良くて許されたからじゃない？ 置いて帰ったはずの友達が先に駅にいる←天狗は空飛ぶから瞬間移動の術使ったのかもね。
other	実の父親が、山で首を吊って自殺しました。 疎遠からの絶縁していたので 警察からの電話で知りました。 死後数日たっていて一部白骨化していたらしく どうしよもない父親だったので 内心ホッとしたものの 発見してしまった人には申し訳ない…。
neta	霊的な話ではないのですが、山で遭難しかけた話。 今から5年くらい前のちょうど夏真っ盛りの頃でした。 急に「自然と触れ合いたい」と思い立ち、地元の慣れ親しんだ山へ向かいました。 その山はいわゆる低山で、リフトや芝桜も植ってるような ちゃんと人の手が入った場所でした。 リフトに飛び乗り、山の空気を思いっきり吸い込んで 「あ〜、マイナスイオンやっぱり最高だわ〜」 なんてのんきに思っていました。 お昼ごはんも食べてさぁどうしようか…と思っていた所 この山の近くにもう一つ500メートル行かないくらいの 低山がある事を知り、登ってみたくなりました。 時間は14時過ぎくらいでした。今思えばここでやめておけば良かったのですが。 車で登山口の駐車場まで行き、そこから山をずんずん登って行きました。水分も食料もなく、Gパンに普通の運動靴という丸腰の出で立ちで40分くらい掛けて頂上へ到着し、15分くらい頂上で景色を眺めた後下山する事にしました。下山後、登山口とは全く違う景色に「あれ？」となりました。 実は来た道を戻るのではなく、下山口への道を進み登山口と真反対の場所へ出てしまったのです。 この時はまだ「大丈夫、日はまだ暮れてないし山の周りをくるっと周れば駐車場に着く」と気楽な事を考えていました。低山から降りた道はいわゆる県道でしっかり舗装されていましたが、左右は鬱蒼とした森で時折木がすれ合う音や甲高い鳥の声が聞こえてきました。 30分くらい歩いたでしょうか、段々と曇り始め雷が鳴り始めました。「山の天気は変わりやすい」という言葉が頭をかすめ不安になってきました。 幸い駐車場までの地図とグーグルマップが使えたのでそれを頼りに歩いていたのですがいつまで経っても着きません。よく見ると道を一本間違えていたのです。 雨が降り始め、霧も出始めてしまい視界が悪くなる中、 少しずつ「遭難」という言葉が頭をよぎり始めました。 パニックになりかける頭へ「落ち着け」と言い聞かせながら来た道を戻り正しいと思われる道へ入りまた歩き始めました。 しばらく歩き、開けた場所へ出ました。目を前にやると 人の姿が見え一気に安堵し駆け寄りました。 その人は地元の人らしく何かのポスターを掲示板に貼っていました。 「この駐車場に行くにはこの道をまっすぐで良いですか？」と聞くと「ああそうだよ、ここから歩いて15分くらいで着くよ」と言われそのまま歩き続ける事30分…。自分の愛車が見えてきました。駐車場に到着したのです。 時間は17時を過ぎており夏とは言え辺りは薄暗くなり始めていました。 （もしかして地元の人の足で15分だったのか…）と薄ぼんやり疲れ切った頭で考えた後、車の中で泣きました。 焦燥感、恐怖感、安堵感、馬鹿な自分への怒り…色々な気持ちが一気に噴き出したのだと思います。 この後、山には1度も登っていません。あの時の出来事や感情をまだリアルに思い出せてしまうので。 長々とお付き合い頂きありがとうございました。
other	いるよね。怖い話トピでやめて！やめて！って言う人。 自分からトピ開いといて。
neta	回収業者だけど、山中に放置されている冷蔵庫は高確率で虫が大量発生している可能性があるので開けない方がいいよ。 ゴキブリがもうそこをコロニーにしている場合もあればハエとかが凄い事もある。 一度蟻の巣に成り果てていた冷蔵庫もあった。 虫には不法廃棄冷蔵庫って安心な寝床になっちゃうんだよね……。
other	タケコプター使ったんだよ だから先に家に帰ってた
neta	霊的な話じゃないのでトピずれかな 初めて本格的な登山をした時、ある地点で霧がひどくなり周囲が何も見えなくなった すぐ前を歩く人の背中も見えないし足元も見えない ７月だったけど急激に寒くもなった だから山で遭難したり人が死ぬんだなってことを体感した 一緒のツアーに参加してた人の中になぜか超軽装の人がいて、ガイドさんから「あなたを登らせることはできない」と言われ登れなかった人がいて可哀想だったけど、そりゃガイドさんは止めるわ
other	分からないっていうのが怖いですね
neta	山奥の老人の生命力すごいですよね。薪割ったり、火を起こしたり猟銃も使えるし…豊臣秀吉が刀狩りした気持ち分かるわ。農具も武器になる。 あと性欲もすごいと思う。不倫も多い。70くらいのお爺さんで愛人と喧嘩して火をつけられて大火傷して入院した人を知ってる。
other	ほんとに別人の可能性もあるけどね。
neta	一人の人にすごい熱量で固執してる人がいて怖い。山の怖さも勿論だけど、こういう経験があります、私はこんなことがありましたという意見交換ではダメなんかい。自分の望むもの以外は認めないみたいな姿勢ってすごい、いつまでも同じ意見にこだわって気持ち悪いから。
other	姥捨山って実話なの？
neta	滋賀県で仕事をしてたとき滋賀県民の彼氏がいたんだけど、田んぼとか畑が多い某市の田舎エリアの人。 琵琶湖沿いの彼の家のほど近くに山があり、その山の中に神社があった。木々が生い茂ってて昼間でも薄暗い。 琵琶湖を臨むかたちで鳥居が建ってて、琵琶湖で入水自殺した人の遺体がその山の神社のふもとに着岸する事が過去に何度かあったそう。 また山の神社で自死する人もいて身元は滋賀県とか近隣の県の人とかじゃなく全然違う道都府県の人。 「呼ばれる」という説があるみたい。
other	山が流行りだしたときに、アルプスに憧れて 行くまでに漫画の岳で予習しておこう！って 買ったら心挫かれました。 こういう動画とか漫画って人の命を守る分岐点になるよね
neta	大学生の時かな、高校生の時の友達と久し振りに集まってて晩ご飯食べた後地元の展望台（山の上）に星を見に行こうと言う話になりました。 車に４人乗って暗い山道を上っていると長い髪を後ろでひとつくくりしたおばあさん？おじいさんどちらかハッキリ分からなかったんですがご老人が1人で山道を歩いていました。 通り過ぎてすぐ友達の1人が「今人いたよね？」と言い出して、私は見たのですが他の2人は見えてなくて… 途端に怖くなったんですが生きてる人だったらこんな山道ご老人1人じゃ危ないよね？と結論に至りすぐ山道を引き返してみたんですが、誰にも会いませんでした。 ご老人を見かけて引き返すまで3分も経ってなかったと思うし、山道は一本道、近くに人が住む家も建物も何もない場所だったのに。 もうみんなパニックでその夜は展望台にはいかずに帰りました。 今でも時々思い出すんですが、おばけじゃなければいいなぁ。
other	全然違うよ！
neta	さらに横。タバコの良さというか、山では火種(マッチやライター)を持ってることに精神的な意味があるんだと思う。火や煙の信仰って世界的にある。山で火や煙を焚いて動物を牽制するとか、魔除けの意味もある気がする。 タバコのヤニが蛇避けになるとか。 山火事や健康への害があるから現代ではタバコは嫌われているけど、自然の中に入ると火を持ってる意味は大きい気がする。
other	昔、姥捨て山とかあったみたいだけど その山ってどんなんだったんだろ 悲しいよね。
neta	何もかもが嘘な訳じゃないよ 軍の資料にも記載されていた事実だよ 発破作業などの危険な作業をさせられていた 屯鶴峯（どんづるぼう）の地下壕 - Togetter 屯鶴峯（どんづるぼう）の地下壕 - Togetter togetter.com 興味深かったのでまとめました。私有地が混在しているようなので、見学の際には注意が必要のようです。 【閲覧注意】山に関する不思議、怖い体験
other	乙事主だね！
neta	80近くでアウトドアもして海外旅行行くスーパーアグレッシブなうちのおばあちゃんから言われた事だけど、長くなるけどごめんね。 ・おばあちゃんの時代で女性の一人旅は、自殺する為に遠出してる人か家でトラブルがあって逃げようとする人が多かったし、それに漬け込んだ悪い男もいたから今の女性のみの一人旅には驚いた ・娯楽で女性が一人旅出来るほどにマトモにはなったけど、宿泊先は女性専用ホテルか、女性客限定の部屋があるオートロック付きのホテルにしなさい(近くの部屋にいる男性から狙われてもおかしくないから) ・タクシーは女性ドライバーのいる会社を探して、女性ドライバーを頼むこと ・キャンプは女性一人なんてやったらダメ。特に海の近くなんて以ての外(拉致する外国人がいる可能性があるから) ・熊に出会ってしまったら背中を向けて逃げたらだめ(獲物と思って襲うから。逃げる時は目線を合わせて後ずさり)、食料品が入って荷物を奪われたら取り返そうとしないで、すぐに下山する事(獲物への執着が恐ろしいから、取り返したら殺される) ・山に登る時はいくら暑くて動きづらくても長袖の服装で行く事。変な虫や蛇に刺されて死ぬ可能性があるから ・山の中で誰かに呼ばれても、絶対に反応したらダメ。この世の人間ならざる者が連れて行こうとするから、必ず二人以上でいること 箇条書きになったけど、このスレ呼んでたら殆どおばあちゃんの言ってた事が当てはまっててビックリした。みんなも、もしコロナが休息して一人旅行くことになったら、このトピックの事が参考になるといいな。
other	天保山だって山だからね？ 丘じゃないよ？ 何があるか解らないし、万が一何かあったら探偵ナイトスクープの餌食だよ？ 登頂するときはくれぐれもフル装備で、登山計画はご家族にお知らせしてね！
neta	山のベテランといえば、チベットのシェルパですよね！ 登山家に注目されがちだけど、何かの写真で最新の装備の登山家の前と後にボロボロな服装で山ほど荷物背負ってるシェルパのガイドさん達が写ってて、は！？ってなった。登山家よりシェルパの方が凄いと思う。
other	仲良しさん！
neta	新宿区生まれ港区育ちの都会人だけど都会の人だから〜とかそういう問題じゃなくて好奇心があるか無いかの差だよ 私はカナダに留学した後にいろんな国に行ってみたくてマレーシアに70日住んでみたり、アメリカに短期で行ったりロンドンに100日住んだり東京戻ってきて、じっとしてられない性格だから北海道に住んで自然を満喫して今は長野に居るよ 一生結婚する気も無いから自由に動けるんだけど世界は広いし山、森、川、海、星、体感しないと分からない事沢山あるよ。最終的にカナダに住みたい。都会育ちだから地方に友達居ないからは関係無いよ…きちんとガイドさん付けたら安全だしハイキングコースでもトトロを満喫出来ますよ。オススメです
other	語り手は男性？女性？一人称が俺だったり私だったりするね ギターもってた方の性別は男性かな？
neta	山の牧場の話、不気味じゃなかった？ なぜそんな山奥にそんな建物が？っていう謎は分からなかったけど 人の気配は全くない 牛が飼育されていた形跡のない牛舎 ビーカーやフラスコが大量に割れている実験室と思われる部屋 二階があるのに階段がない建物(階段をふさいだ跡も外階段もない) 二階には雛人形 部屋の壁、畳、天井には何百枚もの御札がはられていて、そのほとんどが新品に近く、色褪せたり日に焼けたりもしていない ふすまにはペンキで「たすけて」 山奥でそんな場所に遭遇したらソッコー逃げる
other	この前アマプラでブラックフットを見たからキャンプなんて行かないって決めたとこ。 熊スプレーくらいじゃ命は守れないと思う！
neta	このトピックでも時々出てくる「山怪」を読んでるんだけど(しかもトピックを見る前から…笑)、そこでも「休憩してタバコを吸うと消える」て話あるわ。 たぶんだけどタバコって覚醒作用があるから、とか、深く煙を吸い込んでで吐き出す動作が、落ち着きをもたらすのかと。 焦った状態で行動すると遭難の危険があるから、腰を下ろして休憩するというのが大事なのかも。 山怪の中では、仕事でグループで山に入った人が、濃いガスに巻かれながら下山した際、後ろから何かが来てる、その時は美奈で腰を下ろして(後ろは絶対に振り返らない)しばし待つ、て書いてあった。 タバコの煙やライターの炎というより、この「しばし待つ」が大事なのかも。 読み返したら「かも」ばっかりでした笑
other	奥地に山神(やまのかみと読む)とかあるし 信仰が残ってるんですよね。林業関係者の友人が やまのかみの日にお祀りするって教えてくれました。
neta	素人分子てなに？むしろ 山は怖いよ 私は、伯父が高尾山を下山中、腰から下しかないズボンはいた人(脚？)に追いかけられ、超テンパってしどろもどろで駅から親に電話かけてきたって話を聞いてるからそれ以来人が増えてきた昨今でも｢よくみんな登れるな｣と感心する。脇道にそれてもズボン脚はついてきたらしいよ。ジャッ、ジャッって足音もしっかり聞いたんだって
other	もう、どうでもいいよwこれこそトピズレな
neta	このくらいのイノシシ私山の中で見たことあるよ！ 前に三毛別のトピでも言ったことあるんだけど、その辺のハイキングコースみたいなところを歩いてたらガサガサって大きな音がして、誰か作業の人かなって顔を上げたらイノシシの大きなお尻が…そのまま走り去っていった… 見えた時点で凄く遠かったのにやたらと大きなお尻だけ凄く印象に残ってるわ この写真のイノシシくらいはあったと思う その時はびっくりして硬直しただけだったんだけど、その後イノシシは人を襲うし雑食だと知って震え上がった あれが向かってきてたら死んでた
other	タクシーの運転手が女の人から山のほうに行って欲しいと言われ、山に近づいたときに後部座席を見たら女性の顔がドロドロになってた。 後日その山から顔がドロドロになってる女性の他殺体が見つかった。 なんかで読んだけど本当の事件の話だったのかな？
neta	母がG県の山奥育ち。ド田舎。 山ばかり、木ばかりの集落。母の実家の裏にも山があって山の斜面で野菜とか作ってた。(ド田舎だから、山まるごと個人の土地とかもよくあります) おじいちゃんは土葬でした。私は当時小6、おじいちゃんの遺体は体操座りみたいなカタチで木の箱に入れられ時代劇の籠みたいな感じで担がれて山を登り、山の上のお墓に運んで埋葬されました。 山の上には先祖のお墓がありました。 1990年代の話です。
other	車内で亡くなってたってことですか・・・？
neta	不思議でも怖くもない、神秘的な話 山に囲まれた実家に住んでた頃には 満月の深夜、シーンと静まりかえった中を 飼い犬を連れてフラフラと散歩とかしてたわ 月明りが明るくて懐中電灯必要ない 一面真っ青な世界で昼間とは全然違う 神秘的なおとぎの世界みたいな感じで 凄くワクワクした思い出がある
other	こだまだね 山の精霊
neta	やっぱり疲れてたか！ 精霊って言葉にハッとしました。無知というか、お茶目な妖怪は連れてかないってそうだよね。 子供の頃からのイメージなのか、山といえば鬼太郎とかトトロとか、日曜の朝観てた日本昔話で思い描く山なんだな。。自然が身近にない分神秘的過ぎて。 コメントありがとう！
other	前にどこかに書いたかもしれないけど、女三人で山ガール気分でハイキング行ったら、全身肌色の人が木々の中を走り抜けて行ったのが怖かった。妖怪とかの心配ではなくて、周りに集落もないのに裸の人がその辺に潜んでるとか考えたら本当怖いよ。
neta	ドラえもん観て思ってたけど、裏山だって下手したら危ない生物や自然の脅威だってあっても可笑しくないのに、子供だけで普段着そのもので山登りするのって自殺行為だよね。アニメの世界観だしそこまで危なくないって設定だけど、実際にあったらのび太達いつ死んでも可笑しくないよね。
other	ならあなたも反応しないで。 山の不思議なお話を聞きたい。
neta	実家の敷地内の山に古いお墓が５基ある。ばあちゃんに聞いても「詳しくは分からないけど、近所の家のご先祖様らしい」とかじいちゃんは「昔、打首になった人も入ってるんだよ…」とか言ってたの(T_T)子供の頃、秘密基地作って遊んでたんだけど、お墓を通らなきゃいけなくて、いつもコスモスとかその辺に咲いてる花を供えて「ここを通らせてください」帰るときは「ありがとうございました」って言ってたな。家で5、6歳くらいの子供と木の杖ついて腰曲がってるお婆さんの後ろ姿は見たことはある（ハッキリではなく、ぼや〜っと見える感じ）怖い感じはしなかった。今でも不思議。
other	廃屋探索をしてるYouTuberが、山の中で人の声がする廃屋を見つけ、近づいてみたら人の気配はしないのに人の声は延々と聞こえる、よく聞いてみたらつけっぱなしのラジオの声だったってのがあったな
neta	山のキャンプ場 違うグループの10歳くらいの女の子が 一人でトイレに行く後ろ姿をなんとなーく眺めてたら 薄暗い女子トイレの中から明らかに目つきのおかしい汚らしいおっさんがヌゥッと出てきて いきなり女の子の股に手を突っ込もうとした ギャアアアアてめぇなにしやがる！と私が奇声上げながら傘ぶん投げたら おっさん驚いてトイレ裏手に止めてたマウンテンバイクに乗ってあっという間に山を降りて行った 女の子はグループに戻っても終始無言で声も出ないようだった 変態氏ね
other	私は山の麓が実家なんだが、山と自然はなめたらあかん あと、野生動物も怖いが人間が1番怖いよ 不思議な体験はいまのところないけど 夏でも夜に絶対まどを開けっぱなしなんかにしない 変な人はどんなところにもいるよ
neta	旦那の話 新人自衛官の頃、深夜の山中で訓練をしていた時。 鬼の顔をして白装束を纏った鬼婆を目撃したらしい。でもすぐに姿を消したと。 その山の近くにはトンネルがあるが、死亡事故が多発しているトンネルらしい。 鬼婆を目撃して以来、その山での訓練は禁止となった。
other	神社に行った後に背中が重くなったりした場合はどうなんだろう
neta	よこだけど よく自虐史観て言うけどさ、それって安倍さんが言いだしたんだっけ？ 喧嘩や戦争がおこった時、揉め事が起こった時に 片方だけが悪いなんて無いからね？ 割合いは違っても必ず双方に原因はあるわけよ 何も韓国が正しくて日本が間違ってるなんて言ってないよ？ お互いに悪い所があった、って言ってるの 日本だけ絶対に間違ってなくて正しいなんて そんな偏った史観なんて歴史といえる？ 冷静に考えてみてよ
other	同じキャンプ場でもフリーと区画サイトでは客層が違うんだよね。 フリーはちょっと怖かった思い出。
neta	昔はじいちゃん、ばあちゃんが山の話を聞かせてくれたから、山を敬う気持ちを持てたけど、 今は話を聞かせてくれるお年寄りも減ったから、山はレジャーになっちゃったよね。 おしゃれなレジャーとして、キャンプや登山を楽しむ人達を見ると、危険を知らなそうで、危険に対する想像力もなさそうでハラハラする。
other	すぐ暗くなって道わからなくなる そんなに高くないハイキング程度の山でも遭難する事あるよ
neta	確か、母親は仕事で、父親は自分の実家へ子供を連れて里帰りしたんだったかな。 義父が遭難の連絡をなかなかしなくて、母親に連絡がいったのが遭難してから一晩あけた夕方だったかな？遅すぎる！ 登った山も明確ではなく、捜索も遅れたんですよね。 父親の考えなしの行動とはいえ息子を助けたかった気持ちを考えると辛い。 男の子も子供の足で一生懸命頑張ったんだろうな。 そして母親の気持ちを考えると何とも言えない気持ちになる。
other	こんなトピ読むとぽつんと一軒家で出てくる山の中の家に住んでる人の メンタルの強さにほとほと感心してしまう
